code,name,line,lat,lng
S0331,수서,3호선,37.4873780,127.1019070
S0223A,을지로입구,2호선,37.5660140,126.9826180
S0426,불암산,4호선,37.6702720,127.0790660
S0408,사당,4호선,37.4769550,126.9816510
S0101A,서울역,1호선,37.5562280,126.9721350
S0543,개롱,5호선,37.4980790,127.1348200
S0544,둔촌동,5호선,37.5277880,127.1362480
S0551,상일동,5호선,37.5567120,127.1664170
S0009O,명지대,에버라인선,37.2379640,127.1902940
S0614,광흥창(서강),6호선,37.5474560,126.9319930
S0011L,대야미,안산선,37.3284670,126.9173320
S0002N,가산디지털단지,경부선,37.4815810,126.8825810
S0011M,도봉,경원선,37.6795630,127.0455950
S0001M,회기,중앙선,37.5894600,127.0575830
S0022C,남영,경부선,37.5410210,126.9713000
S0326,도곡,3호선,37.4909220,127.0554520
S0541,올림픽공원(한국체대),5호선,37.5162010,127.1309230
S0931,삼전,9호선,37.5047380,127.0880250
S0932,석촌고분,9호선,37.5025580,127.0970330
S0933,석촌,9호선,37.5052080,127.1070400
S0934,송파나루,9호선,37.5103720,127.1122160
S0935,한성백제,9호선,37.5164040,127.1165030
S0936,올림픽공원(한국체대),9호선,37.5162690,127.1302880
S0937,둔촌오륜,9호선,37.5196830,127.1379890
S0938,중앙보훈병원,9호선,37.5291910,127.1487390
S0720A,까치울,7호선,37.5061300,126.8109300
S0814,남위례,8호선,37.4624000,127.1397700
S0718A,부천종합운동장,7호선,37.5050200,126.7966100
S0716A,춘의,7호선,37.5036500,126.7882800
S0714A,신중동,7호선,37.5028200,126.7756600
S0712A,부천시청,7호선,37.5044400,126.7636400
S0710A,상동,7호선,37.5058140,126.7531630
S0708A,삼산체육관,7호선,37.5072400,126.7417900
S0706A,굴포천,7호선,37.5068100,126.7323400
S0003P,진접,진접선,37.7205000,127.2034000
S0704A,부평구청,7호선,37.5084800,126.7207700
S0008P,부천종합운동장,서해선,37.5054570,126.7972890
S0010O,원종,서해선,37.5239000,126.8049000
S0009P,김포공항,서해선,37.5617000,126.8041000
S0002O,오남,진접선,37.7050000,127.1928100
S0031D,청산,경원선,37.9817200,127.0691200
S0001N,별내별가람,진접선,37.6677800,127.1158100
S0032B,전곡,경원선,38.0245800,127.0718000
S0033B,연천,경원선,38.1007300,127.0737200
S0007P,소새울,서해선,37.4684670,126.7972520
S0004P,시흥대야,서해선,37.4501450,126.7930410
S0013M,시흥능곡,서해선,37.3698640,126.8085730
S0014J,달미,서해선,37.3488470,126.8094090
S0015I,선부,서해선,37.3343530,126.8099040
S0012N,초지,서해선,37.3196190,126.8081470
S0001O,원시,서해선,37.3023710,126.7866910
S0002P,신천,서해선,37.4390660,126.7867880
S0003Q,신현,서해선,37.4090080,126.7880170
S0006Q,원곡,서해선,37.3132100,126.7962610
S0110B,마곡나루,공항철도1호선,37.5655430,126.8273780
S0015J,미금,신분당선,37.3499820,127.1089180
S0005Q,소사,서해선,37.4832790,126.7950230
S0011N,시흥시청,서해선,37.3822230,126.8056250
S0018G,고색,수인선,37.2496300,126.9802480
S0016H,어천,수인선,37.2501020,126.9087900
S0014K,사리,수인선,37.2899800,126.8568500
S0001P,금정,과천선,37.3722090,126.9434170
S0011O,지축,일산선,37.6480170,126.9139700
S0001Q,임진강,경의중앙선,37.8884210,126.7467650
S0015K,야목,수인선,37.2641790,126.8794830
S0017G,오목천,수인선,37.2430400,126.9636760
S0007Q,운천,경의중앙선,37.8799420,126.7699990
S0552,강일,5호선,37.5574900,127.1759300
S0556,하남검단산,5호선,37.5397200,127.2234500
S0555,하남시청(덕풍-신장),5호선,37.5420500,127.2061200
S0702,산곡,7호선,37.5086000,126.7035277
S0701,석남(거북시장),7호선,37.5062285,126.6762813
S0639,신내,6호선,37.6131740,127.1022310
S0001R,양촌,김포골드라인,37.6423790,126.6143090
S0002Q,구래,김포골드라인,37.6453840,126.6286330
S0003R,마산,김포골드라인,37.6407320,126.6443440
S0004Q,장기,김포골드라인,37.6439860,126.6690170
S0005R,운양,김포골드라인,37.6538670,126.6839300
S0006R,걸포북변,김포골드라인,37.6316500,126.7059750
S0007R,사우(김포시청),김포골드라인,37.6202490,126.7197310
S0008Q,풍무,김포골드라인,37.6124880,126.7323870
S0009Q,고촌,김포골드라인,37.6012430,126.7703450
S0010P,김포공항,김포골드라인,37.5623600,126.8018680
S0553,미사,5호선,37.5609270,127.1938770
S0554,하남풍산,5호선,37.5520340,127.2038640
S0101B,송도달빛축제공원,인천1호선,37.4071430,126.6259700
S0007S,샛강,신림선,37.5170969,126.9293990
S0005S,대방,신림선,37.5133059,126.9257265
S0003S,서울지방병무청,신림선,37.5060464,126.9227083
S0002R,보라매,신림선,37.5002739,126.9204355
S0001S,보라매공원,신림선,37.4955691,126.9180827
S0004R,보라매병원,신림선,37.4929598,126.9234964
S0006S,당곡,신림선,37.4902998,126.9275133
S0008R,신림,신림선,37.4849266,126.9296159
S0009R,서원,신림선,37.4782341,126.9330365
S0010Q,서울대벤처타운,신림선,37.4720019,126.9339351
S0011P,관악산(서울대),신림선,37.4691018,126.9450639
S0003T,신논현,신분당선,37.5045980,127.0250600
S0004S,탕정,장항선,36.7886600,127.0848500
S0001T,신사,신분당선,37.5163340,127.0201140
S0002S,논현,신분당선,37.5110930,127.0214150
S0004T,구리,별내선,37.6026200,127.1407000
S0001U,별내,별내선,37.6423200,127.1276000
S0005T,다산,별내선,37.6242900,127.1497300
S0002T,동구릉,별내선,37.6110500,127.1379300
S0003U,장자호수공원,별내선,37.5873800,127.1379400
S0813,암사역사공원,8호선,37.5569500,127.1370200
S0002U,성남,경강선,37.3946800,127.1194500
S0001V,운정,수도권광역급행철도,37.7161400,126.7284100
S0003V,대곡,수도권광역급행철도,37.6319100,126.8111300
S0002V,킨텍스,수도권광역급행철도,37.6653200,126.7484300
S0004U,연신내,수도권광역급행철도,37.6187800,126.9213000
S0005U,서울,수도권광역급행철도,37.5556900,126.9729600
S0006T,삼성,수도권광역급행철도,37.5088700,127.0632400
S0008S,수서,수도권광역급행철도,37.4863700,127.1016100
S0010R,성남,수도권광역급행철도,37.3946700,127.1205800
S0009S,구성,수도권광역급행철도,37.2991300,127.1038900
S0007T,동탄,수도권광역급행철도,37.2003400,127.0956900
